39.976165,116.417791,0,0,39783,2008-12-01,00:00:00
39.976146,116.417801,0,0,39783.0000231481,2008-12-01,00:00:02
39.976135,116.417811,0,0,39783.0000462963,2008-12-01,00:00:04
39.976134,116.417811,0,0,39783.0000694444,2008-12-01,00:00:06
39.976125,116.417824,0,0,39783.0000925926,2008-12-01,00:00:08
39.976126,116.417825,0,0,39783.0001157407,2008-12-01,00:00:10
39.976128,116.417826,0,0,39783.0001388889,2008-12-01,00:00:12
39.976129,116.417826,0,0,39783.000162037,2008-12-01,00:00:14
39.976128,116.417827,0,0,39783.0001851852,2008-12-01,00:00:16
39.976127,116.417827,0,0,39783.0002083333,2008-12-01,00:00:18
39.976126,116.417827,0,0,39783.0002314815,2008-12-01,00:00:20
39.976125,116.417827,0,0,39783.0002546296,2008-12-01,00:00:22
39.976125,116.417827,0,0,39783.0002777778,2008-12-01,00:00:24
39.976123,116.417827,0,0,39783.0003009259,2008-12-01,00:00:26
39.976111,116.417819,0,0,39783.0003240741,2008-12-01,00:00:28
39.976088,116.417823,0,0,39783.0003472222,2008-12-01,00:00:30
39.976065,116.417823,0,0,39783.0003703704,2008-12-01,00:00:32
39.976028,116.417821,0,0,39783.0003935185,2008-12-01,00:00:34
39.975987,116.417822,0,0,39783.0004166667,2008-12-01,00:00:36
39.975948,116.417823,0,0,39783.0004398148,2008-12-01,00:00:38
39.975904,116.417827,0,0,39783.000462963,2008-12-01,00:00:40
39.975851,116.41783,0,0,39783.0004861111,2008-12-01,00:00:42
39.975789,116.41784,0,0,39783.0005092593,2008-12-01,00:00:44
39.975729,116.417852,0,0,39783.0005324074,2008-12-01,00:00:46
39.975672,116.417857,0,0,39783.0005555556,2008-12-01,00:00:48
39.975615,116.417872,0,0,39783.0005787037,2008-12-01,00:00:50
39.975558,116.417876,0,0,39783.0006018518,2008-12-01,00:00:52
39.975501,116.417879,0,0,39783.000625,2008-12-01,00:00:54
39.975446,116.417885,0,0,39783.0006481481,2008-12-01,00:00:56
39.97539,116.417883,0,0,39783.0006712963,2008-12-01,00:00:58
39.975334,116.417879,0,0,39783.0006944444,2008-12-01,00:01:00
39.975274,116.417879,0,0,39783.0007175926,2008-12-01,00:01:02
39.975212,116.417882,0,0,39783.0007407407,2008-12-01,00:01:04
39.975147,116.41789,0,0,39783.0007638889,2008-12-01,00:01:06
39.975071,116.417885,0,0,39783.000787037,2008-12-01,00:01:08
39.975007,116.417881,0,0,39783.0008101852,2008-12-01,00:01:10
